,location,total_sqft,bath,price,bhk,encoded_loc
587,Varthur Road,2760.0,4,155.0,4,228
588,5th Phase JP Nagar,1070.0,2,39.0,2,6
589,Uttarahalli,1101.0,2,45.0,2,226
590,Others,775.0,2,55.0,2,184
591,Yeshwanthpur,667.0,1,36.85,1,240
592,Electronic City,1070.0,2,55.0,2,77
593,Old Airport Road,1875.0,2,110.0,3,182
594,Kundalahalli,735.0,2,57.99,2,154
595,Koramangala,1750.0,3,130.0,3,148
596,Marathahalli,1215.0,2,67.0,2,165
597,Vishwapriya Layout,820.0,2,30.0,2,233
598,Banashankari Stage VI,1757.5,2,59.935,2,34
599,Battarahalli,1779.0,3,89.61,3,41
600,Others,1105.0,2,58.0,2,184
601,Others,1572.0,2,93.0,1,184
602,Whitefield,1650.0,3,60.0,3,235
603,Cox Town,1975.0,3,150.0,3,66
604,Kammasandra,674.0,2,33.0,2,129
605,Kaggadasapura,1185.0,2,41.0,2,122
606,Others,445.0,1,28.0,1,184
607,HSR Layout,1475.0,3,75.0,3,92
608,Gottigere,1618.0,3,82.5,3,85
609,Koramangala,1120.0,2,65.0,2,148
610,Marathahalli,2181.0,3,152.0,4,165
611,Vidyaranyapura,1200.0,4,90.0,4,230
612,Bannerghatta Road,1556.0,2,59.13,3,38
613,Bannerghatta Road,1179.0,2,66.02,2,38
614,Thanisandra,1296.0,2,83.0,2,219
615,Kaggadasapura,1275.0,2,52.0,2,122
616,Kathriguppe,1400.0,2,77.0,3,136
617,Gottigere,1222.0,2,63.0,2,85
618,Electronic City,940.0,2,41.0,2,77
619,Thanisandra,1185.0,2,42.6,2,219
620,Tumkur Road,1779.0,3,112.0,3,224
621,Begur Road,1615.0,3,59.76,3,43
622,JP Nagar,6624.5,2,453.0,4,113
623,Haralur Road,1056.0,2,61.0,2,93
624,7th Phase JP Nagar,1100.0,2,46.0,2,8
625,Arekere,920.0,2,40.0,2,22
626,Others,1602.0,2,75.0,3,184
627,Padmanabhanagar,1176.0,2,62.0,2,185
628,Kasavanhalli,1717.0,3,99.0,3,134
629,Bhoganhalli,2119.0,4,111.0,4,47
630,Vittasandra,1246.0,2,67.3,2,234
631,Anandapura,1141.0,2,42.79,2,17
632,Hennur Road,1157.0,2,84.0,2,99
633,Yelahanka New Town,650.0,1,33.0,1,238
634,Hebbal,1349.0,2,98.0,2,95
635,Narayanapura,1566.0,3,83.3,3,178
636,Sahakara Nagar,2830.0,3,195.0,4,200
637,Electronic City,1320.0,2,38.13,3,77
638,Others,1780.0,3,84.83,3,184
639,Varthur,1091.0,2,34.9,2,227
640,Rachenahalli,3670.0,4,300.0,4,193
641,7th Phase JP Nagar,918.0,2,50.49,2,8
642,Yeshwanthpur,1950.0,4,130.0,4,240
643,Panathur,1695.0,3,90.0,3,187
644,Yelahanka,1705.0,3,95.0,3,237
645,Kalyan nagar,1375.0,3,75.0,3,126
646,Kanakpura Road,525.0,1,30.0,1,131
647,Whitefield,1447.0,2,83.0,2,235
648,Thanisandra,1114.0,2,39.0,2,219
649,7th Phase JP Nagar,1450.0,2,100.0,3,8
650,Vasanthapura,1022.0,2,40.0,2,229
651,Hebbal,1000.0,2,45.0,2,95
652,Electronic City,1128.0,2,68.75,2,77
653,Kanakpura Road,1180.0,2,57.0,2,131
654,Kanakpura Road,1339.0,2,75.0,2,131
655,Yelachenahalli,1400.0,2,55.0,3,236
656,7th Phase JP Nagar,1040.0,2,39.52,2,8
657,Kadugodi,1198.0,2,58.0,2,121
658,Others,1200.0,3,95.0,4,184
659,Sarjapur  Road,1691.0,3,113.0,3,204
660,Bisuvanahalli,1075.0,3,36.0,3,50
661,8th Phase JP Nagar,1240.0,3,43.5,3,9
662,Bannerghatta Road,1680.0,2,58.935,2,38
663,Mallasandra,1665.0,3,86.58,3,162
664,Marathahalli,2489.0,3,94.0,3,165
665,Brookefield,1142.0,2,70.0,2,55
666,Kothannur,1853.0,3,82.0,3,149
667,Kasturi Nagar,1567.0,2,92.0,2,135
668,Electronics City Phase 1,1175.0,2,51.47,2,79
669,Subramanyapura,1200.0,2,52.0,2,215
670,Kodichikkanahalli,995.0,2,41.0,2,142
671,Magadi Road,884.0,2,41.1,2,159
672,Yeshwanthpur,1170.0,2,57.0,2,240
673,KR Puram,1225.0,2,46.55,2,119
674,Electronic City,1342.0,2,73.3,2,77
675,Uttarahalli,1345.0,2,67.0,2,226
676,Kodigehaali,1320.0,3,65.0,3,143
677,Others,1572.0,2,45.0,2,184
678,Raja Rajeshwari Nagar,1140.0,2,49.39,2,194
679,Battarahalli,1300.0,2,50.0,2,41
680,Hosa Road,1652.0,3,85.0,3,104
681,Thigalarapalya,2072.0,4,142.0,3,220
682,Arekere,1740.0,2,95.0,3,22
683,Electronic City,1360.0,2,71.0,3,77
684,Hosur Road,1145.0,2,60.0,3,107
685,Sarjapur  Road,1278.0,2,95.0,2,204
686,Electronic City Phase II,630.0,1,40.0,1,78
687,Kanakpura Road,1100.0,3,58.0,3,131
688,Others,1200.0,3,95.0,3,184
689,Hosur Road,3300.0,5,240.0,5,107
690,Gunjur,1356.0,2,66.0,3,88
691,Others,823.0,2,28.0,2,184
692,TC Palaya,1200.0,2,66.0,3,217
693,Ramamurthy Nagar,1050.0,2,37.0,2,198
694,Others,1180.0,2,69.0,2,184
695,7th Phase JP Nagar,1070.0,2,42.79,2,8
696,Varthur,1385.0,2,80.0,2,227
697,Varthur,1000.0,1,70.0,1,227
698,Whitefield,1897.0,3,130.0,3,235
699,Magadi Road,1005.0,2,55.78,2,159
700,Green Glen Layout,1575.0,3,125.0,3,86
701,Subramanyapura,975.0,2,65.0,2,215
702,Hennur Road,1904.0,3,120.0,3,99
703,Kengeri Satellite Town,930.0,1,30.0,1,140
704,Electronic City Phase II,2400.0,3,150.0,2,78
705,Sarjapur  Road,2238.0,3,140.0,3,204
706,Harlur,1174.0,2,69.0,2,94
707,Thubarahalli,3800.0,4,239.0,4,221
708,Whitefield,2225.0,2,125.0,3,235
709,Jigani,918.0,2,52.0,2,117
710,Mahadevpura,1250.0,2,52.0,2,160
711,Sarjapur  Road,1800.0,3,110.0,3,204
712,Marathahalli,1170.0,2,53.0,2,165
713,Bannerghatta Road,793.0,2,45.0,2,38
714,Jakkur,1710.0,3,107.0,3,114
715,Kambipura,1082.0,2,57.5,3,127
716,Others,1001.0,2,33.03,2,184
717,Yelahanka,1590.0,2,54.0,3,237
718,Others,2400.0,2,80.0,3,184
719,Horamavu Banaswadi,1554.0,3,55.0,3,102
720,Konanakunte,884.0,1,58.0,2,147
721,Marathahalli,1019.0,2,49.86,2,165
722,Ambedkar Nagar,1935.0,4,130.0,3,15
723,Uttarahalli,1135.0,2,39.73,3,226
724,Kasavanhalli,1799.0,3,90.0,3,134
725,Whitefield,6151.5,2,304.0,4,235
726,Kundalahalli,1047.0,2,82.0,2,154
727,Others,1282.0,2,87.0,2,184
728,NGR Layout,1020.0,2,45.9,2,172
729,Whitefield,1495.0,2,79.5,2,235
730,Kasavanhalli,3260.0,4,240.0,4,134
731,Others,1611.0,2,64.44,3,184
732,Others,1500.0,2,95.0,3,184
733,Sahakara Nagar,1500.0,2,95.0,3,200
734,Uttarahalli,1540.0,3,50.0,3,226
735,Hosa Road,1639.0,3,80.0,3,104
736,Raja Rajeshwari Nagar,1303.0,2,55.79,2,194
737,Brookefield,1440.0,2,68.0,3,55
738,Seegehalli,901.0,2,35.14,2,208
739,Sarjapur,900.0,2,42.0,3,203
740,BEML Layout,1060.0,2,55.0,2,24
741,NGR Layout,1020.0,2,48.45,2,172
742,Varthur,1535.0,3,65.99,3,227
743,Others,530.0,1,20.0,1,184
744,Others,1350.0,2,80.0,2,184
745,Sarjapur  Road,1115.0,2,50.0,2,204
746,Uttarahalli,1175.0,2,47.0,2,226
747,Whitefield,1113.0,2,62.0,2,235
748,Giri Nagar,650.0,2,42.0,2,83
749,Marathahalli,1325.0,2,71.55,2,165
750,Electronics City Phase 1,950.0,2,31.0,2,79
751,Jakkur,1396.0,2,86.51,3,114
752,Rachenahalli,1050.0,2,52.07,2,193
753,Thanisandra,1825.0,3,100.0,3,219
754,7th Phase JP Nagar,1190.0,2,49.98,2,8
755,Marathahalli,1220.0,2,56.5,2,165
756,NRI Layout,1565.0,2,75.0,3,173
757,Hennur Road,1891.0,3,109.0,3,99
758,Others,900.0,2,27.0,2,184
759,Hosa Road,1161.0,2,55.15,2,104
760,Yeshwanthpur,665.0,1,36.85,1,240
761,Hoodi,1425.0,2,80.0,2,100
762,ITPL,1200.0,3,56.12,3,110
763,Somasundara Palya,1255.0,2,67.0,2,212
764,Hegde Nagar,2112.95,4,145.0,3,97
765,Raja Rajeshwari Nagar,600.0,1,22.0,1,194
766,Haralur Road,1810.0,3,100.0,3,93
767,Indira Nagar,1200.0,2,93.0,2,112
768,Harlur,1033.0,2,49.0,2,94
769,ITPL,1548.0,3,89.5,3,110
770,Horamavu Banaswadi,1611.0,3,66.0,3,102
771,Electronic City Phase II,1400.0,2,40.43,3,78
772,Vidyaranyapura,1485.0,2,67.0,3,230
773,Margondanahalli,2400.0,2,82.0,2,166
774,Pattandur Agrahara,1025.0,2,44.5,2,189
775,Others,1225.0,2,53.0,2,184
776,5th Phase JP Nagar,1256.0,2,62.8,2,6
777,Whitefield,2268.0,3,163.0,4,235
778,Kanakpura Road,1100.0,3,53.0,3,131
779,Others,1141.0,2,62.0,2,184
780,Attibele,400.0,1,12.0,1,23
781,Chandapura,1400.0,2,60.0,2,59
782,Others,1572.0,1,110.0,1,184
783,Others,1175.0,2,48.27,2,184
784,Sahakara Nagar,1100.0,2,56.0,2,200
785,Kanakpura Road,1843.0,3,95.84,3,131
786,Horamavu Banaswadi,1460.0,2,80.5,2,102
787,Rachenahalli,1530.0,2,74.5,3,193
788,HSR Layout,1467.0,2,55.0,2,92
789,Others,950.0,1,40.0,1,184
790,Vittasandra,1246.0,2,64.5,2,234
791,Kanakapura,711.0,1,38.0,1,130
792,Haralur Road,1194.0,2,46.0,2,93
793,Babusapalaya,1358.0,2,43.4,3,27
794,Hoodi,1420.0,2,75.0,2,100
795,Kathriguppe,1250.0,2,68.75,3,136
796,Akshaya Nagar,1280.0,2,58.0,2,13
797,Others,1209.0,2,50.0,2,184
798,Others,4200.0,5,225.0,5,184
799,Panathur,1315.0,2,54.8,3,187
800,Others,1800.0,3,90.0,3,184
801,Others,1600.0,4,125.0,5,184
802,TC Palaya,1600.0,2,65.0,3,217
803,Others,1563.0,3,52.0,3,184
804,Whitefield,1560.0,2,72.0,3,235
805,Brookefield,2169.0,4,115.0,3,55
806,Rachenahalli,1050.0,2,55.5,2,193
807,Iblur Village,3235.0,3,235.0,3,111
808,TC Palaya,1200.0,3,66.0,3,217
809,HSR Layout,1140.0,2,46.0,2,92
810,Horamavu Agara,1560.0,3,75.0,3,101
811,JP Nagar,1100.0,2,70.0,2,113
812,Kasavanhalli,1260.0,2,40.32,3,134
813,Hebbal,1036.0,2,50.0,2,95
814,Akshaya Nagar,1662.0,3,85.1,3,13
815,Yelachenahalli,1464.0,2,105.0,3,236
816,Yelahanka,1234.0,2,80.0,2,237
817,Sarjapur  Road,1403.0,3,55.0,3,204
818,Seegehalli,1150.0,2,42.9,3,208
819,Kanakapura,929.0,2,46.0,2,130
820,TC Palaya,1350.0,2,75.0,3,217
821,Vasanthapura,1135.0,2,39.73,2,229
822,Others,1405.0,2,70.0,2,184
823,Whitefield,1200.0,2,45.84,2,235
824,Haralur Road,2805.0,4,154.0,4,93
825,Yeshwanthpur,1161.0,2,64.08,2,240
826,Kanakpura Road,1290.0,2,74.0,2,131
827,Yeshwanthpur,2557.0,3,141.0,3,240
828,Others,1480.0,3,90.0,3,184
829,Old Madras Road,1350.0,3,54.54,3,183
830,Kadugodi,1580.0,2,65.0,3,121
831,Banashankari,1470.0,2,88.64,3,30
832,Sarjapur  Road,1346.0,2,61.92,2,204
833,Others,1600.0,3,90.0,3,184
834,Others,1200.0,2,35.0,2,184
835,Channasandra,1340.0,2,48.33,3,60
836,Jigani,918.0,2,48.0,2,117
837,Others,1500.0,3,115.0,3,184
838,Yelahanka,1315.0,2,85.0,2,237
839,Uttarahalli,1390.0,2,62.55,3,226
840,Uttarahalli,1330.0,2,56.0,3,226
841,Others,1824.0,3,125.0,3,184
842,7th Phase JP Nagar,1420.0,2,96.0,3,8
843,Others,750.0,1,56.25,1,184
844,Jalahalli East,1260.0,2,60.0,3,116
845,Hennur Road,1561.0,3,95.0,3,99
846,Others,1060.0,2,42.0,2,184
847,Haralur Road,1225.0,2,67.38,2,93
848,Thanisandra,2144.0,3,135.0,3,219
849,Electronic City,880.0,2,29.0,2,77
850,Hoodi,1639.0,3,110.0,3,100
851,Thanisandra,1240.0,2,62.0,3,219
852,Kanakpura Road,1500.0,2,69.0,2,131
853,Haralur Road,1243.0,2,46.0,2,93
854,Marathahalli,1575.0,3,78.0,3,165
855,Kambipura,1082.0,2,56.0,3,127
856,Konanakunte,1637.0,3,73.0,3,147
857,Kanakpura Road,1665.0,3,86.58,3,131
858,Electronic City,1265.0,2,56.93,2,77
859,Electronic City,1691.0,2,102.0,3,77
860,Thanisandra,1100.0,2,38.0,2,219
861,Others,1500.0,3,62.0,3,184
862,Choodasandra,1115.0,2,50.0,2,64
863,Mysore Road,1070.0,2,45.0,2,171
864,Budigere,1162.0,2,57.0,2,56
865,Others,1339.0,2,55.0,2,184
866,Mahadevpura,1192.0,2,75.0,2,160
867,Haralur Road,1920.0,3,115.0,3,93
868,Hennur,1255.0,2,52.32,2,98
869,Others,1600.0,3,75.0,3,184
870,Others,1225.0,2,55.11,2,184
871,Kasturi Nagar,1570.0,3,80.0,3,135
872,Thanisandra,1093.0,2,70.0,2,219
873,Basaveshwara Nagar,1865.0,3,145.0,3,40
874,Kaikondrahalli,1039.0,2,80.0,2,124
875,Whitefield,1985.0,3,75.0,3,235
876,Hosakerehalli,1590.0,3,49.0,3,105
877,Electronic City Phase II,775.0,2,38.0,2,78
878,Others,1000.0,2,50.0,2,184
879,Bommasandra,1035.0,2,41.0,2,52
880,Dasarahalli,1520.0,2,75.0,3,68
881,Whitefield,1360.0,2,95.0,2,235
882,Others,6000.0,5,400.0,4,184
883,Kodigehaali,1117.0,2,56.0,2,143
884,EPIP Zone,1330.0,2,92.5,2,76
885,Electronic City,1128.0,2,65.49,2,77
886,Neeladri Nagar,1053.0,2,45.0,2,179
887,Panathur,1198.0,2,77.0,2,187
888,Marathahalli,1152.0,2,56.0,2,165
889,Frazer Town,1625.0,2,75.0,2,80
890,Kundalahalli,1397.0,3,105.0,3,154
891,Kaggalipura,700.0,1,38.0,1,123
892,Yelahanka,1170.0,2,62.5,2,237
893,Kanakpura Road,1200.0,2,42.0,3,131
894,Others,2400.0,3,170.0,3,184
895,Others,1480.0,2,65.0,2,184
896,Akshaya Nagar,1897.0,3,120.0,3,13
897,Rachenahalli,996.0,2,67.0,2,193
898,Haralur Road,1875.0,3,110.0,3,93
899,Others,1500.0,2,98.0,3,184
900,Yelahanka,2172.5,3,65.255,3,237
901,Yelahanka,697.0,1,45.0,1,237
902,Sarjapur  Road,710.0,1,27.0,1,204
903,Others,910.0,2,30.5,2,184
904,Sompura,1025.0,2,48.0,3,213
905,Magadi Road,1442.0,2,46.5,2,159
906,Horamavu Agara,1453.0,2,46.48,3,101
907,Bellandur,1281.0,2,74.0,2,44
908,Cooke Town,565.0,1,35.0,1,65
909,Varthur,1024.0,2,42.0,2,227
910,Electronic City,1620.0,3,62.0,3,77
911,Whitefield,1254.0,2,40.0,2,235
912,Banashankari,1300.0,2,75.0,3,30
913,Doddakallasandra,1233.0,2,43.0,2,72
914,Hosur Road,1510.0,2,105.0,3,107
915,Kaggalipura,950.0,2,65.0,2,123
916,Battarahalli,1945.0,3,97.42,3,41
917,Uttarahalli,1008.0,2,45.0,2,226
918,Thanisandra,1265.0,2,79.0,3,219
919,Hebbal,1255.0,2,77.68,3,95
920,Yelenahalli,1200.0,2,46.17,2,239
921,Sarjapur  Road,1403.0,3,51.63,3,204
922,Kudlu Gate,1535.0,3,85.0,3,152
923,Chamrajpet,1475.0,2,120.0,3,58
924,Uttarahalli,1390.0,2,60.47,3,226
925,Raja Rajeshwari Nagar,1278.0,2,53.76,3,194
926,Others,1133.0,2,55.0,2,184
927,Others,2900.0,5,90.0,5,184
928,Kogilu,1170.0,2,51.99,2,146
929,Whitefield,1697.0,3,94.79,3,235
930,Thanisandra,1651.0,3,97.38,3,219
931,Hennur Road,1192.0,2,60.0,3,99
932,OMBR Layout,1078.0,2,65.0,2,181
933,Kasavanhalli,1349.0,2,78.0,2,134
934,7th Phase JP Nagar,1680.0,3,120.0,3,8
935,Rayasandra,1314.0,2,63.0,3,199
936,Garudachar Palya,1060.0,2,48.7,2,82
937,Kalyan nagar,820.0,2,39.0,2,126
938,Whitefield,5000.0,4,400.0,4,235
939,BEML Layout,2000.0,3,85.0,3,24
940,Others,856.0,2,40.0,2,184
941,Rajaji Nagar,1621.0,4,130.0,3,195
942,ITPL,1200.0,3,68.4,3,110
943,Bannerghatta Road,1484.0,3,52.5,3,38
944,Others,14000.0,3,800.0,4,184
945,Yelahanka New Town,500.0,1,20.0,1,238
946,Others,485.0,1,15.0,1,184
947,7th Phase JP Nagar,1050.0,2,42.0,2,8
948,Uttarahalli,1617.0,3,66.68,3,226
949,Others,1384.0,3,62.28,3,184
950,Devanahalli,1408.0,2,85.0,2,69
951,Uttarahalli,1150.0,2,49.0,2,226
952,Akshaya Nagar,1410.0,2,75.0,3,13
953,Kaggadasapura,2150.0,4,100.0,4,122
954,Others,1508.0,3,70.25,3,184
955,Ramamurthy Nagar,1040.0,2,50.0,2,198
956,TC Palaya,1240.0,2,60.0,2,217
957,Kudlu Gate,1535.0,3,78.0,3,152
958,Lakshminarayana Pura,1180.0,2,75.0,2,157
959,Abbigere,2200.0,6,68.0,6,12
960,Bannerghatta Road,1400.0,2,78.0,2,38
961,Raja Rajeshwari Nagar,500.0,1,25.0,1,194
962,Sarjapur  Road,1984.0,4,146.0,3,204
963,Garudachar Palya,1960.0,3,160.0,3,82
964,Sarjapur  Road,1035.0,2,45.0,2,204
965,Others,2150.0,4,80.0,4,184
966,Whitefield,1700.0,3,115.0,3,235
967,Tumkur Road,1586.0,3,100.0,3,224
968,Hennur,2264.0,2,155.0,3,98
969,Chikka Tirupathi,2325.0,4,120.0,4,61
970,Yelahanka,1120.0,2,55.0,2,237
971,Yelahanka,2382.0,2,67.98,3,237
972,Sarjapur  Road,1128.0,2,59.0,2,204
973,Jigani,924.0,2,65.0,2,117
974,Others,1600.0,3,52.0,3,184
975,Pai Layout,1006.0,2,35.0,2,186
976,Amruthahalli,1200.0,2,55.0,2,16
977,Others,1250.0,2,62.0,2,184
978,Kannamangala,957.0,2,56.0,2,132
979,Whitefield,1140.0,2,41.0,2,235
980,Others,1050.0,2,67.0,2,184
981,Kasturi Nagar,1565.0,3,88.5,3,135
982,Whitefield,1190.0,2,57.0,2,235
983,Whitefield,2842.0,3,162.0,3,235
984,Kanakpura Road,1558.67,2,65.0,3,131
985,Electronics City Phase 1,630.0,1,39.0,1,79
986,Whitefield,1403.0,2,60.81,3,235
987,Kanakpura Road,1542.0,2,85.0,3,131
988,Haralur Road,2750.0,4,220.0,4,93
989,Iblur Village,3596.0,5,290.0,4,111
990,Kengeri Satellite Town,1635.0,2,78.0,3,140
991,Mysore Road,1239.0,2,53.0,2,171
992,Others,1596.0,3,105.0,3,184
993,Channasandra,1009.0,2,38.34,2,60
994,Hosa Road,1726.0,3,81.99,3,104
995,Kudlu Gate,1535.0,3,86.0,3,152
996,Banashankari Stage V,1300.0,2,58.5,3,33
997,Others,1800.0,3,80.0,3,184
998,Binny Pete,665.0,1,50.75,1,49
999,TC Palaya,1500.0,2,100.0,3,217
1000,Others,925.0,2,48.0,2,184
1001,Old Airport Road,3356.0,4,251.0,4,182
1002,Others,1395.0,2,63.59,2,184
1003,Sonnenahalli,1415.0,2,55.0,3,214
1004,Begur,1419.0,2,59.0,3,42
1005,Kasavanhalli,1121.0,2,78.0,2,134
1006,Kambipura,1082.0,2,45.0,3,127
1007,KR Puram,1100.0,2,47.0,2,119
1008,Hoodi,1606.0,3,89.55,3,100
1009,Billekahalli,1650.0,3,88.0,3,48
1010,Old Airport Road,1206.0,2,75.0,2,182
1011,Sarjapur  Road,1495.0,2,64.0,3,204
1012,Balagere,1210.0,2,72.0,2,29
1013,Nagarbhavi,1523.0,2,53.4,3,174
1014,Whitefield,1232.0,2,45.0,2,235
1015,Rachenahalli,680.0,1,44.0,1,193
1016,Hebbal,1355.0,3,83.87,3,95
1017,Thanisandra,1430.0,2,51.46,3,219
1018,Kothannur,1275.0,2,43.85,3,149
1019,Electronic City,1070.0,2,56.1,2,77
1020,Others,1200.0,3,85.0,3,184
1021,Electronic City,2000.0,4,120.0,4,77
1022,Bommanahalli,1200.0,2,40.0,2,51
1023,Marathahalli,1610.0,3,90.0,3,165
1024,Haralur Road,1140.0,2,43.0,2,93
1025,Raja Rajeshwari Nagar,1143.0,2,38.65,2,194
1026,Rachenahalli,1530.0,2,74.4,3,193
1027,7th Phase JP Nagar,980.0,2,69.0,2,8
1028,Whitefield,1485.0,3,65.0,3,235
1029,Thanisandra,1265.0,2,85.0,2,219
1030,Others,1132.0,2,67.0,2,184
1031,Others,1262.0,2,63.0,2,184
1032,JP Nagar,940.0,2,49.0,2,113
1033,Others,1515.0,3,88.0,3,184
1034,Kothanur,1840.0,3,69.0,3,150
1035,Electronic City,890.0,2,45.0,2,77
1036,Others,1655.0,3,86.06,3,184
1037,Hennur Road,2060.0,3,149.0,3,99
1038,Bommanahalli,1730.0,3,96.0,3,51
1039,Yelahanka,2195.0,4,127.0,3,237
1040,Kathriguppe,1650.0,3,125.0,3,136
1041,KR Puram,1200.0,2,71.0,2,119
1042,Hosa Road,1079.0,2,32.37,2,104
1043,Panathur,1085.0,2,36.0,2,187
1044,Yelahanka,1075.0,2,51.5,2,237
1045,Others,1380.0,2,80.0,2,184
1046,Others,1450.0,3,65.0,3,184
1047,Thubarahalli,1200.0,2,78.0,2,221
1048,Hoodi,1639.0,3,98.32,3,100
1049,Others,1200.0,2,54.0,2,184
1050,Vijayanagar,1739.0,3,116.0,3,231
1051,Old Madras Road,935.0,2,32.72,2,183
1052,Others,1178.0,2,47.0,2,184
1053,Chikkalasandra,1375.0,2,50.0,3,63
1054,Chandapura,1065.0,2,33.0,3,59
1055,2nd Phase Judicial Layout,1450.0,2,50.75,3,3
1056,BEML Layout,999.0,2,45.0,2,24
1057,Kothannur,1100.0,2,40.0,2,149
1058,Hoodi,2090.0,4,95.1,4,100
1059,Lingadheeranahalli,1519.0,3,93.0,3,158
1060,Dommasandra,1267.0,3,56.0,3,75
1061,Sanjay nagar,1150.0,2,72.2,2,201
1062,Marathahalli,1146.0,2,70.0,2,165
1063,Kannamangala,1550.0,3,65.0,3,132
1064,Electronics City Phase 1,785.0,1,55.0,1,79
1065,Raja Rajeshwari Nagar,1610.0,3,74.0,3,194
1066,Bellandur,921.0,2,40.0,2,44
1067,Bannerghatta Road,2700.0,5,158.0,5,38
1068,Sarjapur  Road,1700.0,3,110.0,3,204
1069,Sarjapur,1020.0,2,35.0,2,203
1070,Billekahalli,1090.0,2,52.0,2,48
1071,Thanisandra,1185.0,2,42.1,2,219
1072,Doddathoguru,850.0,2,25.0,2,73
1073,Harlur,1197.0,2,84.0,2,94
1074,Poorna Pragna Layout,920.0,2,39.55,2,190
1075,Raja Rajeshwari Nagar,1105.0,2,65.0,2,194
1076,Yeshwanthpur,1850.0,3,100.0,3,240
1077,Judicial Layout,1300.0,3,64.0,3,118
1078,Others,1595.0,3,76.0,3,184
1079,Horamavu Agara,755.0,2,37.49,2,101
1080,Nagasandra,4050.0,5,140.0,5,175
1081,Kanakpura Road,1300.0,2,69.0,3,131
1082,Bannerghatta Road,1215.0,2,50.0,2,38
1083,Kanakpura Road,900.0,2,46.0,2,131
1084,Banashankari Stage III,1145.0,2,58.4,2,32
1085,Others,1093.0,2,65.0,2,184
1086,Babusapalaya,1213.0,2,41.39,3,27
1087,Bannerghatta Road,1654.0,3,100.0,3,38
1088,NGR Layout,1105.0,2,52.48,2,172
1089,Babusapalaya,1611.0,2,66.0,3,27
1090,Others,1367.0,2,62.0,2,184
1091,Devanahalli,1010.0,2,51.0,2,69
1092,Others,1535.0,3,95.0,3,184
1093,Anekal,620.0,2,22.0,2,19
1094,Horamavu Agara,982.0,2,47.65,2,101
1095,Whitefield,1330.0,2,71.0,2,235
1096,JP Nagar,2500.0,3,135.0,3,113
1097,Poorna Pragna Layout,1475.0,2,58.99,3,190
1098,Bhoganhalli,1410.0,3,65.0,3,47
1099,Yelahanka New Town,440.0,1,16.5,1,238
1100,Yelahanka,1614.0,3,95.0,3,237
1101,Neeladri Nagar,1363.0,2,68.0,2,179
1102,Kogilu,650.0,2,28.0,2,146
1103,Others,1015.0,2,45.0,2,184
1104,Horamavu Banaswadi,1156.0,2,46.0,2,102
1105,Others,1100.0,2,62.7,2,184
1106,KR Puram,1455.0,3,46.0,3,119
1107,Others,930.0,2,45.0,2,184
1108,Others,1650.0,2,80.0,3,184
1109,KR Puram,1200.0,2,90.0,2,119
1110,Karuna Nagar,2900.0,3,135.0,4,133
1111,Kadugodi,1890.0,4,127.0,3,121
1112,Others,1240.0,2,46.0,3,184
1113,HRBR Layout,1440.0,2,98.0,2,91
1114,Kodichikkanahalli,650.0,1,38.0,1,142
1115,Budigere,764.0,1,32.0,1,56
1116,Hoodi,1445.0,3,65.0,3,100
1117,Kanakpura Road,900.0,1,45.0,2,131
1118,Singasandra,1030.0,2,55.0,2,211
1119,Yelahanka,1381.0,2,52.48,3,237
1120,Others,1100.0,2,60.0,2,184
1121,Hoodi,1575.0,3,66.39,3,100
1122,Thigalarapalya,1200.0,2,65.0,2,220
1123,Begur Road,1200.0,2,43.2,2,43
1124,Kasturi Nagar,1080.0,2,80.0,2,135
1125,Akshaya Nagar,1360.0,2,85.0,3,13
1126,Jakkur,1865.0,3,124.0,3,114
1127,Sarjapur  Road,1157.0,2,75.0,3,204
1128,Kammasandra,674.0,2,29.0,2,129
1129,Whitefield,1405.0,2,78.0,3,235
1130,Begur Road,1160.0,2,44.08,2,43
1131,Hebbal,1790.0,3,127.0,3,95
1132,Electronic City,1128.0,2,65.65,2,77
1133,Panathur,1180.0,2,70.0,2,187
1134,Others,1450.0,2,85.0,3,184
1135,Kengeri,340.0,1,10.0,1,139
1136,Rachenahalli,1050.0,2,53.5,2,193
1137,Varthur,1125.0,2,40.0,2,227
1138,Vittasandra,1246.0,2,68.0,2,234
1139,HSR Layout,1372.0,2,61.0,2,92
1140,Dasarahalli,1300.0,2,55.0,2,68
1141,Channasandra,1065.0,2,35.0,2,60
1142,Others,700.0,2,27.0,2,184
1143,Hebbal,960.995,2,42.72,2,95
1144,Others,1050.0,2,45.0,2,184
1145,Others,1250.0,3,39.5,3,184
1146,Electronic City,865.0,2,42.0,2,77
1147,Uttarahalli,1200.0,2,44.0,2,226
1148,Others,1756.0,3,100.0,3,184
1149,Yelahanka,628.0,1,24.0,1,237
1150,5th Phase JP Nagar,1207.0,2,63.0,2,6
1151,Kalena Agrahara,1765.0,3,125.0,3,125
1152,Electronic City,1130.0,2,32.64,2,77
1153,Others,1532.0,3,92.0,3,184
1154,Others,1650.0,3,110.0,3,184
1155,Doddathoguru,1200.0,2,75.0,2,73
1156,Kengeri,1197.0,2,50.0,2,139
1157,Others,1200.0,2,66.0,2,184
1158,Uttarahalli,1385.0,2,48.48,3,226
1159,Whitefield,2225.0,3,115.0,3,235
1160,Others,1180.0,2,48.0,2,184
1161,Others,1525.0,2,122.0,3,184
